さいたま市町名別人口,2022/3/31,,,,,,
区名コード,区名,町名,町名カナ,町別世帯数,町別男性人口,町別女性人口,町別人口
11102,北区　　　               ,土呂町２丁目　　　　,トロチヨウ２チヨウメ,2934,2754,2872,5626
11102,北区　　　               ,今羽町　　　　　　　,コンバチヨウ　　　　,1856,1953,1995,3948
11102,北区　　　               ,本郷町　　　　　　　,ホンゴウチヨウ　　　,5152,5706,5893,11599
11103,大宮区　　               ,大原６丁目　　　　　,オオハラ６チヨウメ　,197,209,221,430
11103,大宮区　　               ,大原７丁目　　　　　,オオハラ７チヨウメ　,254,226,259,485
11103,大宮区　　               ,北袋町１丁目　　　　,キタブクロチヨウ１チ,2511,2935,3153,6088
11103,大宮区　　               ,北袋町２丁目　　　　,キタブクロチヨウ２チ,1472,1627,1509,3136
11103,大宮区　　               ,吉敷町１丁目　　　　,キシキチヨウ１チヨウ,633,641,639,1280
11103,大宮区　　               ,吉敷町２丁目　　　　,キシキチヨウ２チヨウ,910,839,802,1641
11103,大宮区　　               ,吉敷町３丁目　　　　,キシキチヨウ３チヨウ,702,631,671,1302
11103,大宮区　　               ,吉敷町４丁目　　　　,キシキチヨウ４チヨウ,794,593,691,1284
11103,大宮区　　               ,浅間町１丁目　　　　,センゲンチヨウ１チヨ,686,591,616,1207
11103,大宮区　　               ,浅間町２丁目　　　　,センゲンチヨウ１チヨ,699,748,749,1497
11103,大宮区　　               ,天沼町１丁目　　　　,アマヌマチヨウ１チヨ,2280,2255,2282,4537
11103,大宮区　　               ,天沼町２丁目　　　　,アマヌマチヨウ２チヨ,2359,2486,2560,5046
11103,大宮区　　               ,堀の内町１丁目　　　,ホリノウチチヨウ１チ,2334,2199,2396,4595
11103,大宮区　　               ,堀の内町２丁目　　　,ホリノウチチヨウ２チ,905,925,941,1866
11103,大宮区　　               ,堀の内町３丁目　　　,ホリノウチチヨウ３チ,1044,1036,1098,2134
11103,大宮区　　               ,寿能町１丁目　　　　,ジユノウチヨウ１チヨ,825,725,788,1513
11103,大宮区　　               ,寿能町２丁目　　　　,ジユノウチヨウ２チヨ,1467,1366,1581,2947
11103,大宮区　　               ,高鼻町１丁目　　　　,タカハナチヨウ１チヨ,1012,945,1058,2003
11103,大宮区　　               ,高鼻町２丁目　　　　,タカハナチヨウ２チヨ,686,716,704,1420
11103,大宮区　　               ,高鼻町３丁目　　　　,タカハナチヨウ３チヨ,317,311,338,649
11103,大宮区　　               ,高鼻町４丁目　　　　,タカハナチヨウ４チヨ,4,2,5,7
11103,大宮区　　               ,土手町１丁目　　　　,ドテチヨウ１チヨウメ,1245,1109,1088,2197
11103,大宮区　　               ,土手町２丁目　　　　,ドテチヨウ２チヨウメ,408,396,399,795
11103,大宮区　　               ,土手町３丁目　　　　,ドテチヨウ３チヨウメ,765,712,687,1399
11103,大宮区　　               ,宮町１丁目　　　　　,ミヤチヨウ１チヨウメ,114,76,77,153
11103,大宮区　　               ,宮町２丁目　　　　　,ミヤチヨウ２チヨウメ,214,190,172,362
11103,大宮区　　               ,宮町３丁目　　　　　,ミヤチヨウ３チヨウメ,476,434,394,828
11103,大宮区　　               ,宮町４丁目　　　　　,ミヤチヨウ４チヨウメ,725,538,421,959
11103,大宮区　　               ,宮町５丁目　　　　　,ミヤチヨウ５チヨウメ,489,367,247,614
11103,大宮区　　               ,大門町１丁目　　　　,ダイモンチヨウ１チヨ,12,8,12,20
11103,大宮区　　               ,大門町２丁目　　　　,ダイモンチヨウ２チヨ,21,20,22,42
11103,大宮区　　               ,大門町３丁目　　　　,ダイモンチヨウ３チヨ,757,718,748,1466
11103,大宮区　　               ,仲町１丁目　　　　　,ナカチヨウ１チヨウメ,35,34,23,57
11103,大宮区　　               ,仲町２丁目　　　　　,ナカチヨウ２チヨウメ,50,43,33,76
11103,大宮区　　               ,仲町３丁目　　　　　,ナカチヨウ３チヨウメ,373,308,278,586
11103,大宮区　　               ,下町１丁目　　　　　,シモチヨウ１チヨウメ,185,173,190,363
11103,大宮区　　               ,下町２丁目　　　　　,シモチヨウ２チヨウメ,231,188,146,334
11103,大宮区　　               ,下町３丁目　　　　　,シモチヨウ３チヨウメ,1180,1317,1438,2755
11103,大宮区　　               ,東町１丁目　　　　　,アズマチヨウ１チヨウ,827,789,795,1584
11103,大宮区　　               ,東町２丁目　　　　　,アズマチヨウ２チヨウ,887,821,828,1649
11103,大宮区　　               ,桜木町１丁目　　　　,サクラギチヨウ１チヨ,661,658,732,1390
11103,大宮区　　               ,桜木町２丁目　　　　,サクラギチヨウ２チヨ,846,688,649,1337
11103,大宮区　　               ,桜木町３丁目　　　　,サクラギチヨウ３チヨ,612,583,577,1160
11103,大宮区　　               ,桜木町４丁目　　　　,サクラギチヨウ４チヨ,3066,3055,3017,6072
11103,大宮区　　               ,錦町　　　　　　　　,ニシキチヨウ　　　　,1,2,1,3
11103,大宮区　　               ,大成町１丁目　　　　,オオナリチヨウ１チヨ,2246,2138,2139,4277
11103,大宮区　　               ,大成町２丁目　　　　,オオナリチヨウ２チヨ,1643,1727,1711,3438
11103,大宮区　　               ,大成町３丁目　　　　,オオナリチヨウ３チヨ,2268,2287,2255,4542
11103,大宮区　　               ,＿引町１丁目　　　　,クシヒキチヨウ１チヨ,3154,3347,3434,6781
11103,大宮区　　               ,三橋１丁目　　　　　,ミハシ１チヨウメ　　,4173,4654,4735,9389
11103,大宮区　　               ,三橋２丁目　　　　　,ミハシ２チヨウメ　　,2840,3159,3035,6194
11103,大宮区　　               ,三橋３丁目　　　　　,ミハシ３チヨウメ　　,828,863,838,1701
11103,大宮区　　               ,三橋４丁目　　　　　,ミハシ４チヨウメ　　,2476,2613,2649,5262
11103,大宮区　　               ,上小町　　　　　　　,カミコチヨウ　　　　,5011,4959,5022,9981
11104,見沼区　　               ,大和田町１丁目　　　,オオワダチヨウ１チヨ,4313,4336,4403,8739
11104,見沼区　　               ,大和田町２丁目　　　,オオワダチヨウ２チヨ,3657,3866,4113,7979
11104,見沼区　　               ,大字砂　　　　　　　,スナ　　　　　　　　,4,3,1,4
11104,見沼区　　               ,砂町２丁目　　　　　,スナチヨウ２チヨウメ,1,1,0,1
11104,見沼区　　               ,堀崎町　　　　　　　,ホリサキチヨウ　　　,3706,4061,4121,8182
11104,見沼区　　               ,島町　　　　　　　　,シマチヨウ　　　　　,2194,2414,2557,4971
11104,見沼区　　               ,島町１丁目　　　　　,シマチヨウ１チヨウメ,194,257,257,514
11104,見沼区　　               ,島町２丁目　　　　　,シマチヨウ２チヨウメ,160,252,228,480
11104,見沼区　　               ,東大宮１丁目　　　　,ヒガシオオミヤ１チヨ,1447,1515,1518,3033
11104,見沼区　　               ,東大宮２丁目　　　　,ヒガシオオミヤ２チヨ,1395,1362,1402,2764
11104,見沼区　　               ,東大宮３丁目　　　　,ヒガシオオミヤ３チヨ,1221,1134,1373,2507
11104,見沼区　　               ,東大宮４丁目　　　　,ヒガシオオミヤ４チヨ,2780,2588,2594,5182
11104,見沼区　　               ,東大宮５丁目　　　　,ヒガシオオミヤ５チヨ,1829,1600,1624,3224
11104,見沼区　　               ,東大宮６丁目　　　　,ヒガシオオミヤ６チヨ,1949,1937,1892,3829
11104,見沼区　　               ,東大宮７丁目　　　　,ヒガシオオミヤ７チヨ,2411,2483,2431,4914
11104,見沼区　　               ,大字片柳　　　　　　,カタヤナギ　　　　　,822,835,859,1694
11104,見沼区　　               ,片柳１丁目　　　　　,カタヤナギ１チヨウメ,177,189,191,380
11104,見沼区　　               ,片柳２丁目　　　　　,カタヤナギ２チヨウメ,55,65,64,129
11104,見沼区　　               ,片柳東　　　　　　　,カタヤナギヒガシ　　,5,10,7,17
11104,見沼区　　               ,大字山　　　　　　　,ヤマ　　　　　　　　,221,239,274,513
11104,見沼区　　               ,大字染谷　　　　　　,ソメヤ　　　　　　　,268,332,291,623
11104,見沼区　　               ,染谷１丁目　　　　　,ソメヤ１チヨウメ　　,90,109,112,221
11104,見沼区　　               ,染谷２丁目　　　　　,ソメヤ２チヨウメ　　,81,85,68,153
11104,見沼区　　               ,染谷３丁目　　　　　,ソメヤ３チヨウメ　　,326,334,350,684
11104,見沼区　　               ,大字東新井　　　　　,ヒガシアライ　　　　,1998,1949,2108,4057
11104,見沼区　　               ,大字笹丸　　　　　　,ササマル　　　　　　,127,134,131,265
11104,見沼区　　               ,大字御蔵　　　　　　,ミクラ　　　　　　　,2898,3238,3287,6525
11104,見沼区　　               ,大字南中野　　　　　,ミナミナカノ　　　　,3435,3746,3900,7646
11104,見沼区　　               ,大字南中丸　　　　　,ミナミナカマル　　　,4369,4840,5026,9866
11104,見沼区　　               ,大字中川　　　　　　,ナカガワ　　　　　　,3590,3979,4102,8081
11104,見沼区　　               ,大字上山口新田　　　,カミヤマグチシンデン,339,364,371,735
11104,見沼区　　               ,大字西山村新田　　　,ニシヤマムラシンデン,24,21,23,44
11104,見沼区　　               ,大字新右エ門新田　　,シンウエモンシンデン,36,51,33,84
11104,見沼区　　               ,大字加田屋新田　　　,カタヤシンデン　　　,1,1,2,3
11104,見沼区　　               ,加田屋１丁目　　　　,カタヤ１チヨウメ　　,3,1,3,4
11104,見沼区　　               ,加田屋２丁目　　　　,カタヤ２チヨウメ　　,1,1,0,1
11104,見沼区　　               ,大字西山新田　　　　,ニシヤマシンデン　　,4,4,2,6
11104,見沼区　　               ,大字見山　　　　　　,ミヤマ　　　　　　　,1,0,1,1
11104,見沼区　　               ,大字膝子　　　　　　,ヒザコ　　　　　　　,289,328,332,660
11104,見沼区　　               ,大字大谷　　　　　　,オオヤ　　　　　　　,4456,4674,4685,9359
11104,見沼区　　               ,大字蓮沼　　　　　　,ハスヌマ　　　　　　,4690,5261,5430,10691
11104,見沼区　　               ,大字風渡野　　　　　,フツトノ　　　　　　,1778,1715,1854,3569
11104,見沼区　　               ,大字東門前　　　　　,ヒガシモンゼン　　　,1907,2015,1971,3986
11104,見沼区　　               ,大字東宮下　　　　　,ヒガシミヤシタ　　　,1664,1645,1859,3504
11104,見沼区　　               ,東宮下１丁目　　　　,ヒガシミヤシタ１チヨ,93,84,96,180
11104,見沼区　　               ,東宮下２丁目　　　　,ヒガシミヤシタ２チヨ,205,230,226,456
11104,見沼区　　               ,東宮下３丁目　　　　,ヒガシミヤシタ３チヨ,41,50,51,101
11104,見沼区　　               ,大字新堤　　　　　　,ニイヅツミ　　　　　,1481,1388,1510,2898
11104,見沼区　　               ,大字深作　　　　　　,フカサク　　　　　　,322,340,336,676
11104,見沼区　　               ,深作１丁目　　　　　,フカサク１チヨウメ　,647,810,769,1579
11104,見沼区　　               ,深作２丁目　　　　　,フカサク２チヨウメ　,480,583,549,1132
11104,見沼区　　               ,深作３丁目　　　　　,フカサク３チヨウメ　,679,823,770,1593
11104,見沼区　　               ,深作５丁目　　　　　,フカサク５チヨウメ　,96,129,113,242
11104,見沼区　　               ,春野１丁目　　　　　,ハルノ１チヨウメ　　,1670,1733,1888,3621
11104,見沼区　　               ,春野２丁目　　　　　,ハルノ２チヨウメ　　,443,367,421,788
11104,見沼区　　               ,春野３丁目　　　　　,ハルノ３チヨウメ　　,623,730,753,1483
11104,見沼区　　               ,春野４丁目　　　　　,ハルノ４チヨウメ　　,567,901,897,1798
11104,見沼区　　               ,大字丸ヶ崎　　　　　,マルガサキ　　　　　,666,851,812,1663
11104,見沼区　　               ,丸ヶ崎町　　　　　　,マルガサキチヨウ　　,1342,1445,1314,2759
11104,見沼区　　               ,大字宮ヶ谷塔　　　　,ミヤガヤトウ　　　　,71,71,70,141
11104,見沼区　　               ,宮ヶ谷塔１丁目　　　,ミヤガヤトウ１チヨウ,46,52,59,111
11104,見沼区　　               ,宮ヶ谷塔２丁目　　　,ミヤガヤトウ２チヨウ,3,4,5,9
11104,見沼区　　               ,宮ヶ谷塔３丁目　　　,ミヤガヤトウ３チヨウ,143,155,155,310
11104,見沼区　　               ,宮ヶ谷塔４丁目　　　,ミヤガヤトウ４チヨウ,41,42,31,73
11104,見沼区　　               ,大字小深作　　　　　,コフカサク　　　　　,2793,2916,2988,5904
11104,見沼区　　               ,卸町２丁目　　　　　,オロシマチ２チヨウメ,46,13,33,46
11104,見沼区　　               ,春岡１丁目　　　　　,ハルオカ１チヨウメ　,633,801,822,1623
11104,見沼区　　               ,春岡２丁目　　　　　,ハルオカ２チヨウメ　,935,1148,1143,2291
11104,見沼区　　               ,春岡３丁目　　　　　,ハルオカ３チヨウメ　,1193,1471,1349,2820
11104,見沼区　　               ,風渡野１丁目　　　　,フツトノ１チヨウメ　,108,120,121,241
11104,見沼区　　               ,風渡野２丁目　　　　,フツトノ２チヨウメ　,213,226,231,457
11105,中央区　　               ,上落合１丁目　　　　,カミオチアイ１チヨウ,1452,1481,1690,3171
11105,中央区　　               ,上落合２丁目　　　　,カミオチアイ２チヨウ,1658,1779,1941,3720
11105,中央区　　               ,上落合３丁目　　　　,カミオチアイ３チヨウ,1110,1051,1091,2142
11105,中央区　　               ,上落合４丁目　　　　,カミオチアイ４チヨウ,407,402,414,816
11105,中央区　　               ,上落合５丁目　　　　,カミオチアイ５チヨウ,987,959,946,1905
11105,中央区　　               ,上落合６丁目　　　　,カミオチアイ６チヨウ,1131,1404,1442,2846
11105,中央区　　               ,上落合７丁目　　　　,カミオチアイ７チヨウ,1091,1221,1316,2537
11105,中央区　　               ,上落合８丁目　　　　,カミオチアイ８チヨウ,867,787,841,1628
11105,中央区　　               ,上落合９丁目　　　　,カミオチアイ９チヨウ,635,583,567,1150
11105,中央区　　               ,大字下落合　　　　　,シモオチアイ　　　　,1842,1855,2051,3906
11105,中央区　　               ,下落合２丁目　　　　,シモオチアイ２チヨウ,976,905,976,1881
11105,中央区　　               ,下落合３丁目　　　　,シモオチアイ３チヨウ,1059,932,1058,1990
11105,中央区　　               ,下落合４丁目　　　　,シモオチアイ４チヨウ,862,774,783,1557
11105,中央区　　               ,下落合５丁目　　　　,シモオチアイ５チヨウ,747,686,697,1383
11105,中央区　　               ,下落合６丁目　　　　,シモオチアイ６チヨウ,1084,932,944,1876
11105,中央区　　               ,下落合７丁目　　　　,シモオチアイ７チヨウ,813,729,767,1496
11105,中央区　　               ,鈴谷１丁目　　　　　,スズヤ１チヨウメ　　,94,83,89,172
11105,中央区　　               ,鈴谷２丁目　　　　　,スズヤ２チヨウメ　　,695,691,718,1409
11105,中央区　　               ,鈴谷３丁目　　　　　,スズヤ３チヨウメ　　,749,710,699,1409
11105,中央区　　               ,鈴谷４丁目　　　　　,スズヤ４チヨウメ　　,1422,1416,1487,2903
11105,中央区　　               ,鈴谷５丁目　　　　　,スズヤ５チヨウメ　　,517,503,488,991
11105,中央区　　               ,鈴谷６丁目　　　　　,スズヤ６チヨウメ　　,643,702,662,1364
11105,中央区　　               ,鈴谷７丁目　　　　　,スズヤ７チヨウメ　　,1247,1367,1436,2803
11105,中央区　　               ,鈴谷８丁目　　　　　,スズヤ８チヨウメ　　,548,511,482,993
11105,中央区　　               ,鈴谷９丁目　　　　　,スズヤ９チヨウメ　　,168,132,108,240
11105,中央区　　               ,大戸１丁目　　　　　,オオト１チヨウメ　　,1075,1158,1098,2256
11105,中央区　　               ,大戸２丁目　　　　　,オオト２チヨウメ　　,447,468,448,916
11105,中央区　　               ,大戸３丁目　　　　　,オオト３チヨウメ　　,568,639,642,1281
11105,中央区　　               ,大戸４丁目　　　　　,オオト４チヨウメ　　,808,918,897,1815
11105,中央区　　               ,大戸５丁目　　　　　,オオト５チヨウメ　　,1098,1074,1123,2197
11105,中央区　　               ,大戸６丁目　　　　　,オオト６チヨウメ　　,686,678,683,1361
11105,中央区　　               ,八王子１丁目　　　　,ハチオウジ１チヨウメ,129,100,109,209
11105,中央区　　               ,八王子２丁目　　　　,ハチオウジ２チヨウメ,422,458,521,979
11105,中央区　　               ,八王子３丁目　　　　,ハチオウジ３チヨウメ,869,1015,958,1973
11105,中央区　　               ,八王子４丁目　　　　,ハチオウジ４チヨウメ,283,307,330,637
11105,中央区　　               ,八王子５丁目　　　　,ハチオウジ５チヨウメ,811,830,878,1708
11105,中央区　　               ,上峰１丁目　　　　　,ウエミネ１チヨウメ　,806,762,758,1520
11105,中央区　　               ,上峰２丁目　　　　　,ウエミネ２チヨウメ　,950,919,920,1839
11105,中央区　　               ,上峰３丁目　　　　　,ウエミネ３チヨウメ　,765,719,679,1398
11105,中央区　　               ,上峰４丁目　　　　　,ウエミネ４チヨウメ　,543,489,498,987
11105,中央区　　               ,円阿弥１丁目　　　　,エンナミ１チヨウメ　,23,37,42,79
11105,中央区　　               ,円阿弥２丁目　　　　,エンナミ２チヨウメ　,257,323,322,645
11105,中央区　　               ,円阿弥３丁目　　　　,エンナミ３チヨウメ　,127,122,134,256
11105,中央区　　               ,円阿弥４丁目　　　　,エンナミ４チヨウメ　,516,569,560,1129
11105,中央区　　               ,円阿弥５丁目　　　　,エンナミ５チヨウメ　,653,860,858,1718
11105,中央区　　               ,円阿弥６丁目　　　　,エンナミ６チヨウメ　,66,71,74,145
11105,中央区　　               ,円阿弥７丁目　　　　,エンナミ７チヨウメ　,265,286,264,550
11105,中央区　　               ,桜丘１丁目　　　　　,サクラオカ１チヨウメ,675,752,770,1522
11105,中央区　　               ,桜丘２丁目　　　　　,サクラオカ２チヨウメ,465,533,527,1060
11105,中央区　　               ,本町西１丁目　　　　,ホンマチニシ１チヨウ,698,668,670,1338
11105,中央区　　               ,本町西２丁目　　　　,ホンマチニシ２チヨウ,525,528,543,1071
11105,中央区　　               ,本町西３丁目　　　　,ホンマチニシ３チヨウ,892,884,900,1784
11105,中央区　　               ,本町西４丁目　　　　,ホンマチニシ４チヨウ,677,747,728,1475
11105,中央区　　               ,本町西５丁目　　　　,ホンマチニシ５チヨウ,495,668,681,1349
11105,中央区　　               ,本町西６丁目　　　　,ホンマチニシ６チヨウ,158,169,187,356
11105,中央区　　               ,本町東１丁目　　　　,ホンマチヒガシ１チヨ,573,508,564,1072
11105,中央区　　               ,本町東２丁目　　　　,ホンマチヒガシ２チヨ,674,556,543,1099
11105,中央区　　               ,本町東３丁目　　　　,ホンマチヒガシ３チヨ,618,598,572,1170
11105,中央区　　               ,本町東４丁目　　　　,ホンマチヒガシ４チヨ,951,898,921,1819
11105,中央区　　               ,本町東５丁目　　　　,ホンマチヒガシ５チヨ,790,774,790,1564
11105,中央区　　               ,本町東６丁目　　　　,ホンマチヒガシ６チヨ,494,548,546,1094
11105,中央区　　               ,本町東７丁目　　　　,ホンマチヒガシ７チヨ,1363,1581,1562,3143
11105,中央区　　               ,新中里１丁目　　　　,シンナカザト１チヨウ,929,1070,1102,2172
11105,中央区　　               ,新中里２丁目　　　　,シンナカザト２チヨウ,662,648,687,1335
11105,中央区　　               ,新中里３丁目　　　　,シンナカザト３チヨウ,720,762,754,1516
11105,中央区　　               ,新中里４丁目　　　　,シンナカザト４チヨウ,1075,1216,1218,2434
11105,中央区　　               ,新中里５丁目　　　　,シンナカザト５チヨウ,1163,1177,1243,2420
11105,中央区　　               ,新都心　　　　　　　,シントシン　　　　　,148,134,142,276
11106,桜区　　　               ,西堀１丁目　　　　　,ニシボリ１チヨウメ　,398,387,373,760
11106,桜区　　　               ,西堀２丁目　　　　　,ニシボリ２チヨウメ　,1066,1105,1083,2188
11106,桜区　　　               ,西堀３丁目　　　　　,ニシボリ３チヨウメ　,1006,1036,1025,2061
11106,桜区　　　               ,西堀４丁目　　　　　,ニシボリ４チヨウメ　,1294,1348,1405,2753
11106,桜区　　　               ,西堀５丁目　　　　　,ニシボリ５チヨウメ　,528,619,601,1220
11106,桜区　　　               ,西堀６丁目　　　　　,ニシボリ６チヨウメ　,997,1113,1025,2138
11106,桜区　　　               ,西堀７丁目　　　　　,ニシボリ７チヨウメ　,1079,1188,1142,2330
11106,桜区　　　               ,西堀８丁目　　　　　,ニシボリ８チヨウメ　,851,856,857,1713
11106,桜区　　　               ,西堀９丁目　　　　　,ニシボリ９チヨウメ　,711,735,747,1482
11106,桜区　　　               ,西堀１０丁目　　　　,ニシボリ１０チヨウメ,382,388,395,783
11106,桜区　　　               ,田島１丁目　　　　　,タジマ１チヨウメ　　,782,801,791,1592
11106,桜区　　　               ,田島２丁目　　　　　,タジマ２チヨウメ　　,667,636,659,1295
11106,桜区　　　               ,田島３丁目　　　　　,タジマ３チヨウメ　　,1154,1246,1221,2467
11106,桜区　　　               ,田島４丁目　　　　　,タジマ４チヨウメ　　,1191,1176,1134,2310
11106,桜区　　　               ,田島５丁目　　　　　,タジマ５チヨウメ　　,772,673,643,1316
11106,桜区　　　               ,田島６丁目　　　　　,タジマ６チヨウメ　　,1658,1280,1388,2668
11106,桜区　　　               ,田島７丁目　　　　　,タジマ７チヨウメ　　,83,84,97,181
11106,桜区　　　               ,田島８丁目　　　　　,タジマ８チヨウメ　　,266,275,221,496
11106,桜区　　　               ,田島９丁目　　　　　,タジマ９チヨウメ　　,290,247,217,464
11106,桜区　　　               ,田島１０丁目　　　　,タジマ１０チヨウメ　,648,791,761,1552
11106,桜区　　　               ,新開１丁目　　　　　,シビラキ１チヨウメ　,534,550,529,1079
11106,桜区　　　               ,新開２丁目　　　　　,シビラキ２チヨウメ　,221,236,216,452
11106,桜区　　　               ,新開３丁目　　　　　,シビラキ３チヨウメ　,18,10,13,23
11106,桜区　　　               ,大字道場　　　　　　,ドウジヨウ　　　　　,6,7,3,10
11106,桜区　　　               ,道場１丁目　　　　　,ドウジヨウ１チヨウメ,351,356,334,690
11106,桜区　　　               ,道場２丁目　　　　　,ドウジヨウ２チヨウメ,1401,1729,1724,3453
11106,桜区　　　               ,道場３丁目　　　　　,ドウジヨウ３チヨウメ,449,493,449,942
11106,桜区　　　               ,大字町谷　　　　　　,マチヤ　　　　　　　,2,2,0,2
11106,桜区　　　               ,町谷１丁目　　　　　,マチヤ１チヨウメ　　,426,515,498,1013
11106,桜区　　　               ,町谷２丁目　　　　　,マチヤ２チヨウメ　　,410,400,432,832
11106,桜区　　　               ,町谷３丁目　　　　　,マチヤ３チヨウメ　　,754,765,737,1502
11106,桜区　　　               ,町谷４丁目　　　　　,マチヤ４チヨウメ　　,397,435,369,804
