さいたま市町名別人口,2021/12/28,,,,,,
区名コード,区名,町名,町名カナ,町別世帯数,町別男性人口,町別女性人口,町別人口
11101,西区　　　               ,西大宮３丁目　　　　,ニシオオミヤ３チヨウ,1286,1574,1564,3138
11101,西区　　　               ,西大宮４丁目　　　　,ニシオオミヤ４チヨウ,855,1236,1208,2444
11102,北区　　　               ,大成町４丁目　　　　,オオナリチヨウ４チヨ,2948,3116,3227,6343
11102,北区　　　               ,東大成町１丁目　　　,ヒガシオオナリチヨウ,2481,2265,2238,4503
11102,北区　　　               ,東大成町２丁目　　　,ヒガシオオナリチヨウ,2629,2807,2930,5737
11102,北区　　　               ,日進町１丁目　　　　,ニツシンチヨウ１チヨ,4957,5442,4771,10213
11102,北区　　　               ,日進町２丁目　　　　,ニツシンチヨウ２チヨ,7479,7533,8070,15603
11102,北区　　　               ,日進町３丁目　　　　,ニツシンチヨウ３チヨ,2849,2811,2884,5695
11102,北区　　　               ,＿引町２丁目　　　　,クシヒキチヨウ２チヨ,2286,2483,2561,5044
11102,北区　　　               ,宮原町１丁目　　　　,ミヤハラチヨウ１チヨ,4654,5321,5546,10867
11102,北区　　　               ,宮原町２丁目　　　　,ミヤハラチヨウ２チヨ,3201,3261,3086,6347
11102,北区　　　               ,宮原町３丁目　　　　,ミヤハラチヨウ３チヨ,3348,3714,3820,7534
11102,北区　　　               ,宮原町４丁目　　　　,ミヤハラチヨウ４チヨ,3083,3276,3187,6463
11102,北区　　　               ,吉野町１丁目　　　　,ヨシノチヨウ１チヨウ,3230,3626,3472,7098
11102,北区　　　               ,吉野町２丁目　　　　,ヨシノチヨウ２チヨウ,1961,2119,2053,4172
11102,北区　　　               ,別所町　　　　　　　,ベツシヨチヨウ　　　,2659,2977,3049,6026
11102,北区　　　               ,奈良町　　　　　　　,ナラチヨウ　　　　　,4488,4809,4742,9551
11102,北区　　　               ,植竹町１丁目　　　　,ウエタケチヨウ１チヨ,2456,2526,2591,5117
11102,北区　　　               ,植竹町２丁目　　　　,ウエタケチヨウ２チヨ,770,588,821,1409
11102,北区　　　               ,盆栽町　　　　　　　,ボンサイチヨウ　　　,1856,1849,1988,3837
11102,北区　　　               ,土呂町　　　　　　　,トロチヨウ　　　　　,302,262,251,513
11102,北区　　　               ,土呂町１丁目　　　　,トロチヨウ１チヨウメ,3080,3044,3231,6275
11102,北区　　　               ,土呂町２丁目　　　　,トロチヨウ２チヨウメ,2887,2738,2855,5593
11102,北区　　　               ,今羽町　　　　　　　,コンバチヨウ　　　　,1846,1948,1994,3942
11102,北区　　　               ,本郷町　　　　　　　,ホンゴウチヨウ　　　,5147,5737,5911,11648
11103,大宮区　　               ,大原６丁目　　　　　,オオハラ６チヨウメ　,200,213,225,438
11103,大宮区　　               ,大原７丁目　　　　　,オオハラ７チヨウメ　,249,226,259,485
11103,大宮区　　               ,北袋町１丁目　　　　,キタブクロチヨウ１チ,2093,2396,2591,4987
11103,大宮区　　               ,北袋町２丁目　　　　,キタブクロチヨウ２チ,1471,1621,1509,3130
11103,大宮区　　               ,吉敷町１丁目　　　　,キシキチヨウ１チヨウ,657,661,658,1319
11103,大宮区　　               ,吉敷町２丁目　　　　,キシキチヨウ２チヨウ,864,806,783,1589
11103,大宮区　　               ,吉敷町３丁目　　　　,キシキチヨウ３チヨウ,690,628,666,1294
11103,大宮区　　               ,吉敷町４丁目　　　　,キシキチヨウ４チヨウ,794,593,700,1293
11103,大宮区　　               ,浅間町１丁目　　　　,センゲンチヨウ１チヨ,657,580,600,1180
11103,大宮区　　               ,浅間町２丁目　　　　,センゲンチヨウ１チヨ,709,763,751,1514
11103,大宮区　　               ,天沼町１丁目　　　　,アマヌマチヨウ１チヨ,2252,2233,2251,4484
11103,大宮区　　               ,天沼町２丁目　　　　,アマヌマチヨウ２チヨ,2334,2457,2545,5002
11103,大宮区　　               ,堀の内町１丁目　　　,ホリノウチチヨウ１チ,2319,2201,2385,4586
11103,大宮区　　               ,堀の内町２丁目　　　,ホリノウチチヨウ２チ,906,932,943,1875
11103,大宮区　　               ,堀の内町３丁目　　　,ホリノウチチヨウ３チ,1035,1037,1087,2124
11103,大宮区　　               ,寿能町１丁目　　　　,ジユノウチヨウ１チヨ,805,704,766,1470
11103,大宮区　　               ,寿能町２丁目　　　　,ジユノウチヨウ２チヨ,1475,1387,1603,2990
11103,大宮区　　               ,高鼻町１丁目　　　　,タカハナチヨウ１チヨ,999,949,1044,1993
11103,大宮区　　               ,高鼻町２丁目　　　　,タカハナチヨウ２チヨ,674,710,703,1413
11103,大宮区　　               ,高鼻町３丁目　　　　,タカハナチヨウ３チヨ,318,307,340,647
11103,大宮区　　               ,高鼻町４丁目　　　　,タカハナチヨウ４チヨ,4,2,5,7
11103,大宮区　　               ,土手町１丁目　　　　,ドテチヨウ１チヨウメ,1234,1109,1091,2200
11103,大宮区　　               ,土手町２丁目　　　　,ドテチヨウ２チヨウメ,404,390,400,790
11103,大宮区　　               ,土手町３丁目　　　　,ドテチヨウ３チヨウメ,753,700,678,1378
11103,大宮区　　               ,宮町１丁目　　　　　,ミヤチヨウ１チヨウメ,114,76,82,158
11103,大宮区　　               ,宮町２丁目　　　　　,ミヤチヨウ２チヨウメ,219,194,173,367
11103,大宮区　　               ,宮町３丁目　　　　　,ミヤチヨウ３チヨウメ,474,419,387,806
11103,大宮区　　               ,宮町４丁目　　　　　,ミヤチヨウ４チヨウメ,713,528,422,950
11103,大宮区　　               ,宮町５丁目　　　　　,ミヤチヨウ５チヨウメ,479,358,248,606
11103,大宮区　　               ,大門町１丁目　　　　,ダイモンチヨウ１チヨ,12,8,12,20
11103,大宮区　　               ,大門町２丁目　　　　,ダイモンチヨウ２チヨ,22,22,22,44
11103,大宮区　　               ,大門町３丁目　　　　,ダイモンチヨウ３チヨ,737,705,738,1443
11103,大宮区　　               ,仲町１丁目　　　　　,ナカチヨウ１チヨウメ,34,32,23,55
11103,大宮区　　               ,仲町２丁目　　　　　,ナカチヨウ２チヨウメ,49,42,33,75
11103,大宮区　　               ,仲町３丁目　　　　　,ナカチヨウ３チヨウメ,371,300,286,586
11103,大宮区　　               ,下町１丁目　　　　　,シモチヨウ１チヨウメ,190,178,196,374
11103,大宮区　　               ,下町２丁目　　　　　,シモチヨウ２チヨウメ,196,168,128,296
11103,大宮区　　               ,下町３丁目　　　　　,シモチヨウ３チヨウメ,1183,1339,1450,2789
11103,大宮区　　               ,東町１丁目　　　　　,アズマチヨウ１チヨウ,820,785,784,1569
11103,大宮区　　               ,東町２丁目　　　　　,アズマチヨウ２チヨウ,867,813,816,1629
11103,大宮区　　               ,桜木町１丁目　　　　,サクラギチヨウ１チヨ,674,673,745,1418
11103,大宮区　　               ,桜木町２丁目　　　　,サクラギチヨウ２チヨ,855,689,654,1343
11103,大宮区　　               ,桜木町３丁目　　　　,サクラギチヨウ３チヨ,621,591,589,1180
11103,大宮区　　               ,桜木町４丁目　　　　,サクラギチヨウ４チヨ,3046,3042,3013,6055
11103,大宮区　　               ,錦町　　　　　　　　,ニシキチヨウ　　　　,1,2,1,3
11103,大宮区　　               ,大成町１丁目　　　　,オオナリチヨウ１チヨ,2186,2138,2105,4243
11103,大宮区　　               ,大成町２丁目　　　　,オオナリチヨウ２チヨ,1607,1680,1699,3379
11103,大宮区　　               ,大成町３丁目　　　　,オオナリチヨウ３チヨ,2229,2259,2243,4502
11103,大宮区　　               ,＿引町１丁目　　　　,クシヒキチヨウ１チヨ,3131,3326,3416,6742
11103,大宮区　　               ,三橋１丁目　　　　　,ミハシ１チヨウメ　　,4148,4638,4742,9380
11103,大宮区　　               ,三橋２丁目　　　　　,ミハシ２チヨウメ　　,2826,3163,3043,6206
11103,大宮区　　               ,三橋３丁目　　　　　,ミハシ３チヨウメ　　,831,870,839,1709
11103,大宮区　　               ,三橋４丁目　　　　　,ミハシ４チヨウメ　　,2445,2601,2628,5229
11103,大宮区　　               ,上小町　　　　　　　,カミコチヨウ　　　　,5010,4950,5011,9961
11104,見沼区　　               ,大和田町１丁目　　　,オオワダチヨウ１チヨ,4258,4315,4378,8693
11104,見沼区　　               ,大和田町２丁目　　　,オオワダチヨウ２チヨ,3615,3858,4087,7945
11104,見沼区　　               ,大字砂　　　　　　　,スナ　　　　　　　　,4,3,1,4
11104,見沼区　　               ,砂町２丁目　　　　　,スナチヨウ２チヨウメ,1,1,0,1
11104,見沼区　　               ,堀崎町　　　　　　　,ホリサキチヨウ　　　,3713,4090,4154,8244
11104,見沼区　　               ,島町　　　　　　　　,シマチヨウ　　　　　,2180,2410,2540,4950
11104,見沼区　　               ,島町１丁目　　　　　,シマチヨウ１チヨウメ,193,256,258,514
11104,見沼区　　               ,島町２丁目　　　　　,シマチヨウ２チヨウメ,159,251,226,477
11104,見沼区　　               ,東大宮１丁目　　　　,ヒガシオオミヤ１チヨ,1444,1518,1500,3018
11104,見沼区　　               ,東大宮２丁目　　　　,ヒガシオオミヤ２チヨ,1400,1370,1412,2782
11104,見沼区　　               ,東大宮３丁目　　　　,ヒガシオオミヤ３チヨ,1224,1152,1362,2514
11104,見沼区　　               ,東大宮４丁目　　　　,ヒガシオオミヤ４チヨ,2754,2587,2586,5173
11104,見沼区　　               ,東大宮５丁目　　　　,ヒガシオオミヤ５チヨ,1833,1598,1638,3236
11104,見沼区　　               ,東大宮６丁目　　　　,ヒガシオオミヤ６チヨ,1948,1939,1886,3825
11104,見沼区　　               ,東大宮７丁目　　　　,ヒガシオオミヤ７チヨ,2403,2479,2432,4911
11104,見沼区　　               ,大字片柳　　　　　　,カタヤナギ　　　　　,823,851,871,1722
11104,見沼区　　               ,片柳１丁目　　　　　,カタヤナギ１チヨウメ,174,187,190,377
11104,見沼区　　               ,片柳２丁目　　　　　,カタヤナギ２チヨウメ,55,65,64,129
11104,見沼区　　               ,片柳東　　　　　　　,カタヤナギヒガシ　　,5,10,7,17
11104,見沼区　　               ,大字山　　　　　　　,ヤマ　　　　　　　　,224,244,278,522
11104,見沼区　　               ,大字染谷　　　　　　,ソメヤ　　　　　　　,269,331,292,623
11104,見沼区　　               ,染谷１丁目　　　　　,ソメヤ１チヨウメ　　,94,113,114,227
11104,見沼区　　               ,染谷２丁目　　　　　,ソメヤ２チヨウメ　　,83,87,69,156
11104,見沼区　　               ,染谷３丁目　　　　　,ソメヤ３チヨウメ　　,325,336,349,685
11104,見沼区　　               ,大字東新井　　　　　,ヒガシアライ　　　　,2009,1968,2131,4099
11104,見沼区　　               ,大字笹丸　　　　　　,ササマル　　　　　　,126,134,129,263
11104,見沼区　　               ,大字御蔵　　　　　　,ミクラ　　　　　　　,2885,3226,3294,6520
11104,見沼区　　               ,大字南中野　　　　　,ミナミナカノ　　　　,3381,3684,3856,7540
11104,見沼区　　               ,大字南中丸　　　　　,ミナミナカマル　　　,4328,4837,4999,9836
11104,見沼区　　               ,大字中川　　　　　　,ナカガワ　　　　　　,3580,3976,4088,8064
11104,見沼区　　               ,大字上山口新田　　　,カミヤマグチシンデン,347,371,374,745
11104,見沼区　　               ,大字西山村新田　　　,ニシヤマムラシンデン,24,21,23,44
11104,見沼区　　               ,大字新右エ門新田　　,シンウエモンシンデン,38,54,33,87
11104,見沼区　　               ,大字加田屋新田　　　,カタヤシンデン　　　,1,1,2,3
11104,見沼区　　               ,加田屋１丁目　　　　,カタヤ１チヨウメ　　,3,1,3,4
11104,見沼区　　               ,加田屋２丁目　　　　,カタヤ２チヨウメ　　,1,1,0,1
11104,見沼区　　               ,大字西山新田　　　　,ニシヤマシンデン　　,4,4,2,6
11104,見沼区　　               ,大字見山　　　　　　,ミヤマ　　　　　　　,2,1,1,2
11104,見沼区　　               ,大字膝子　　　　　　,ヒザコ　　　　　　　,288,331,332,663
11104,見沼区　　               ,大字大谷　　　　　　,オオヤ　　　　　　　,4469,4691,4718,9409
11104,見沼区　　               ,大字蓮沼　　　　　　,ハスヌマ　　　　　　,4702,5306,5457,10763
11104,見沼区　　               ,大字風渡野　　　　　,フツトノ　　　　　　,2096,2074,2206,4280
11104,見沼区　　               ,大字東門前　　　　　,ヒガシモンゼン　　　,1910,2023,1977,4000
11104,見沼区　　               ,大字東宮下　　　　　,ヒガシミヤシタ　　　,1656,1644,1852,3496
11104,見沼区　　               ,東宮下１丁目　　　　,ヒガシミヤシタ１チヨ,93,84,95,179
11104,見沼区　　               ,東宮下２丁目　　　　,ヒガシミヤシタ２チヨ,206,231,227,458
11104,見沼区　　               ,東宮下３丁目　　　　,ヒガシミヤシタ３チヨ,41,51,51,102
11104,見沼区　　               ,大字新堤　　　　　　,ニイヅツミ　　　　　,1483,1391,1515,2906
11104,見沼区　　               ,大字深作　　　　　　,フカサク　　　　　　,307,326,336,662
11104,見沼区　　               ,深作１丁目　　　　　,フカサク１チヨウメ　,627,793,756,1549
11104,見沼区　　               ,深作２丁目　　　　　,フカサク２チヨウメ　,480,579,545,1124
11104,見沼区　　               ,深作３丁目　　　　　,フカサク３チヨウメ　,676,836,777,1613
11104,見沼区　　               ,深作５丁目　　　　　,フカサク５チヨウメ　,97,129,115,244
11104,見沼区　　               ,春野１丁目　　　　　,ハルノ１チヨウメ　　,1654,1729,1889,3618
11104,見沼区　　               ,春野２丁目　　　　　,ハルノ２チヨウメ　　,443,360,424,784
11104,見沼区　　               ,春野３丁目　　　　　,ハルノ３チヨウメ　　,624,734,752,1486
11104,見沼区　　               ,春野４丁目　　　　　,ハルノ４チヨウメ　　,567,909,907,1816
11104,見沼区　　               ,大字丸ヶ崎　　　　　,マルガサキ　　　　　,668,856,808,1664
11104,見沼区　　               ,丸ヶ崎町　　　　　　,マルガサキチヨウ　　,1324,1432,1311,2743
11104,見沼区　　               ,大字宮ヶ谷塔　　　　,ミヤガヤトウ　　　　,71,70,71,141
11104,見沼区　　               ,宮ヶ谷塔１丁目　　　,ミヤガヤトウ１チヨウ,46,53,60,113
11104,見沼区　　               ,宮ヶ谷塔２丁目　　　,ミヤガヤトウ２チヨウ,3,4,5,9
11104,見沼区　　               ,宮ヶ谷塔３丁目　　　,ミヤガヤトウ３チヨウ,140,155,156,311
11104,見沼区　　               ,宮ヶ谷塔４丁目　　　,ミヤガヤトウ４チヨウ,39,40,31,71
11104,見沼区　　               ,大字小深作　　　　　,コフカサク　　　　　,2761,2913,2975,5888
11104,見沼区　　               ,卸町２丁目　　　　　,オロシマチ２チヨウメ,49,13,36,49
11104,見沼区　　               ,春岡１丁目　　　　　,ハルオカ１チヨウメ　,627,796,813,1609
11104,見沼区　　               ,春岡２丁目　　　　　,ハルオカ２チヨウメ　,939,1149,1148,2297
11104,見沼区　　               ,春岡３丁目　　　　　,ハルオカ３チヨウメ　,1182,1459,1343,2802
11105,中央区　　               ,上落合１丁目　　　　,カミオチアイ１チヨウ,1455,1502,1697,3199
11105,中央区　　               ,上落合２丁目　　　　,カミオチアイ２チヨウ,1663,1779,1954,3733
11105,中央区　　               ,上落合３丁目　　　　,カミオチアイ３チヨウ,1116,1072,1093,2165
11105,中央区　　               ,上落合４丁目　　　　,カミオチアイ４チヨウ,412,406,419,825
11105,中央区　　               ,上落合５丁目　　　　,カミオチアイ５チヨウ,991,973,944,1917
11105,中央区　　               ,上落合６丁目　　　　,カミオチアイ６チヨウ,1139,1416,1448,2864
11105,中央区　　               ,上落合７丁目　　　　,カミオチアイ７チヨウ,1089,1227,1319,2546
11105,中央区　　               ,上落合８丁目　　　　,カミオチアイ８チヨウ,871,787,853,1640
11105,中央区　　               ,上落合９丁目　　　　,カミオチアイ９チヨウ,637,577,578,1155
11105,中央区　　               ,大字下落合　　　　　,シモオチアイ　　　　,1838,1865,2052,3917
11105,中央区　　               ,下落合２丁目　　　　,シモオチアイ２チヨウ,955,889,962,1851
11105,中央区　　               ,下落合３丁目　　　　,シモオチアイ３チヨウ,1060,935,1071,2006
11105,中央区　　               ,下落合４丁目　　　　,シモオチアイ４チヨウ,850,769,774,1543
11105,中央区　　               ,下落合５丁目　　　　,シモオチアイ５チヨウ,743,692,696,1388
11105,中央区　　               ,下落合６丁目　　　　,シモオチアイ６チヨウ,1075,926,937,1863
11105,中央区　　               ,下落合７丁目　　　　,シモオチアイ７チヨウ,769,724,731,1455
11105,中央区　　               ,鈴谷１丁目　　　　　,スズヤ１チヨウメ　　,93,83,87,170
11105,中央区　　               ,鈴谷２丁目　　　　　,スズヤ２チヨウメ　　,681,683,712,1395
11105,中央区　　               ,鈴谷３丁目　　　　　,スズヤ３チヨウメ　　,738,696,687,1383
11105,中央区　　               ,鈴谷４丁目　　　　　,スズヤ４チヨウメ　　,1414,1416,1481,2897
11105,中央区　　               ,鈴谷５丁目　　　　　,スズヤ５チヨウメ　　,526,515,493,1008
11105,中央区　　               ,鈴谷６丁目　　　　　,スズヤ６チヨウメ　　,630,694,661,1355
11105,中央区　　               ,鈴谷７丁目　　　　　,スズヤ７チヨウメ　　,1244,1373,1443,2816
11105,中央区　　               ,鈴谷８丁目　　　　　,スズヤ８チヨウメ　　,540,508,485,993
11105,中央区　　               ,鈴谷９丁目　　　　　,スズヤ９チヨウメ　　,164,132,104,236
11105,中央区　　               ,大戸１丁目　　　　　,オオト１チヨウメ　　,1070,1159,1094,2253
11105,中央区　　               ,大戸２丁目　　　　　,オオト２チヨウメ　　,441,462,437,899
11105,中央区　　               ,大戸３丁目　　　　　,オオト３チヨウメ　　,562,641,634,1275
11105,中央区　　               ,大戸４丁目　　　　　,オオト４チヨウメ　　,805,922,898,1820
11105,中央区　　               ,大戸５丁目　　　　　,オオト５チヨウメ　　,1073,1047,1110,2157
11105,中央区　　               ,大戸６丁目　　　　　,オオト６チヨウメ　　,674,674,677,1351
11105,中央区　　               ,八王子１丁目　　　　,ハチオウジ１チヨウメ,130,102,111,213
11105,中央区　　               ,八王子２丁目　　　　,ハチオウジ２チヨウメ,412,454,515,969
11105,中央区　　               ,八王子３丁目　　　　,ハチオウジ３チヨウメ,874,1025,959,1984
11105,中央区　　               ,八王子４丁目　　　　,ハチオウジ４チヨウメ,275,302,317,619
11105,中央区　　               ,八王子５丁目　　　　,ハチオウジ５チヨウメ,811,836,886,1722
11105,中央区　　               ,上峰１丁目　　　　　,ウエミネ１チヨウメ　,804,769,757,1526
11105,中央区　　               ,上峰２丁目　　　　　,ウエミネ２チヨウメ　,955,933,929,1862
11105,中央区　　               ,上峰３丁目　　　　　,ウエミネ３チヨウメ　,752,715,678,1393
11105,中央区　　               ,上峰４丁目　　　　　,ウエミネ４チヨウメ　,537,480,499,979
11105,中央区　　               ,円阿弥１丁目　　　　,エンナミ１チヨウメ　,23,37,43,80
11105,中央区　　               ,円阿弥２丁目　　　　,エンナミ２チヨウメ　,261,324,323,647
11105,中央区　　               ,円阿弥３丁目　　　　,エンナミ３チヨウメ　,126,117,134,251
11105,中央区　　               ,円阿弥４丁目　　　　,エンナミ４チヨウメ　,504,557,554,1111
11105,中央区　　               ,円阿弥５丁目　　　　,エンナミ５チヨウメ　,648,856,859,1715
11105,中央区　　               ,円阿弥６丁目　　　　,エンナミ６チヨウメ　,65,73,73,146
11105,中央区　　               ,円阿弥７丁目　　　　,エンナミ７チヨウメ　,266,287,265,552
11105,中央区　　               ,桜丘１丁目　　　　　,サクラオカ１チヨウメ,676,752,771,1523
11105,中央区　　               ,桜丘２丁目　　　　　,サクラオカ２チヨウメ,470,537,538,1075
11105,中央区　　               ,本町西１丁目　　　　,ホンマチニシ１チヨウ,687,660,658,1318
11105,中央区　　               ,本町西２丁目　　　　,ホンマチニシ２チヨウ,519,530,537,1067
11105,中央区　　               ,本町西３丁目　　　　,ホンマチニシ３チヨウ,884,882,897,1779
11105,中央区　　               ,本町西４丁目　　　　,ホンマチニシ４チヨウ,682,752,739,1491
11105,中央区　　               ,本町西５丁目　　　　,ホンマチニシ５チヨウ,495,671,685,1356
11105,中央区　　               ,本町西６丁目　　　　,ホンマチニシ６チヨウ,159,166,186,352
11105,中央区　　               ,本町東１丁目　　　　,ホンマチヒガシ１チヨ,562,509,554,1063
11105,中央区　　               ,本町東２丁目　　　　,ホンマチヒガシ２チヨ,672,559,548,1107
11105,中央区　　               ,本町東３丁目　　　　,ホンマチヒガシ３チヨ,618,602,568,1170
11105,中央区　　               ,本町東４丁目　　　　,ホンマチヒガシ４チヨ,934,877,906,1783
11105,中央区　　               ,本町東５丁目　　　　,ホンマチヒガシ５チヨ,792,778,792,1570
11105,中央区　　               ,本町東６丁目　　　　,ホンマチヒガシ６チヨ,494,548,546,1094
11105,中央区　　               ,本町東７丁目　　　　,ホンマチヒガシ７チヨ,1350,1573,1555,3128
11105,中央区　　               ,新中里１丁目　　　　,シンナカザト１チヨウ,906,1043,1104,2147
11105,中央区　　               ,新中里２丁目　　　　,シンナカザト２チヨウ,665,652,687,1339
11105,中央区　　               ,新中里３丁目　　　　,シンナカザト３チヨウ,723,769,762,1531
11105,中央区　　               ,新中里４丁目　　　　,シンナカザト４チヨウ,1063,1210,1218,2428
11105,中央区　　               ,新中里５丁目　　　　,シンナカザト５チヨウ,1175,1190,1244,2434
11105,中央区　　               ,新都心　　　　　　　,シントシン　　　　　,52,24,30,54
11106,桜区　　　               ,西堀１丁目　　　　　,ニシボリ１チヨウメ　,397,381,373,754
11106,桜区　　　               ,西堀２丁目　　　　　,ニシボリ２チヨウメ　,1061,1108,1079,2187
11106,桜区　　　               ,西堀３丁目　　　　　,ニシボリ３チヨウメ　,986,1014,1025,2039
11106,桜区　　　               ,西堀４丁目　　　　　,ニシボリ４チヨウメ　,1286,1358,1411,2769
11106,桜区　　　               ,西堀５丁目　　　　　,ニシボリ５チヨウメ　,529,621,597,1218
11106,桜区　　　               ,西堀６丁目　　　　　,ニシボリ６チヨウメ　,1004,1125,1029,2154
11106,桜区　　　               ,西堀７丁目　　　　　,ニシボリ７チヨウメ　,1081,1195,1150,2345
11106,桜区　　　               ,西堀８丁目　　　　　,ニシボリ８チヨウメ　,834,852,850,1702
11106,桜区　　　               ,西堀９丁目　　　　　,ニシボリ９チヨウメ　,709,735,750,1485
11106,桜区　　　               ,西堀１０丁目　　　　,ニシボリ１０チヨウメ,377,384,392,776
11106,桜区　　　               ,田島１丁目　　　　　,タジマ１チヨウメ　　,765,790,792,1582
11106,桜区　　　               ,田島２丁目　　　　　,タジマ２チヨウメ　　,672,647,654,1301
11106,桜区　　　               ,田島３丁目　　　　　,タジマ３チヨウメ　　,1141,1244,1205,2449
11106,桜区　　　               ,田島４丁目　　　　　,タジマ４チヨウメ　　,1184,1177,1134,2311
11106,桜区　　　               ,田島５丁目　　　　　,タジマ５チヨウメ　　,766,670,640,1310
11106,桜区　　　               ,田島６丁目　　　　　,タジマ６チヨウメ　　,1651,1277,1392,2669
11106,桜区　　　               ,田島７丁目　　　　　,タジマ７チヨウメ　　,82,83,97,180
11106,桜区　　　               ,田島８丁目　　　　　,タジマ８チヨウメ　　,268,279,226,505
11106,桜区　　　               ,田島９丁目　　　　　,タジマ９チヨウメ　　,286,250,213,463
11106,桜区　　　               ,田島１０丁目　　　　,タジマ１０チヨウメ　,650,801,767,1568
11106,桜区　　　               ,新開１丁目　　　　　,シビラキ１チヨウメ　,531,551,529,1080
11106,桜区　　　               ,新開２丁目　　　　　,シビラキ２チヨウメ　,222,240,217,457
11106,桜区　　　               ,新開３丁目　　　　　,シビラキ３チヨウメ　,19,11,13,24
11106,桜区　　　               ,大字道場　　　　　　,ドウジヨウ　　　　　,7,8,3,11
11106,桜区　　　               ,道場１丁目　　　　　,ドウジヨウ１チヨウメ,348,346,333,679
11106,桜区　　　               ,道場２丁目　　　　　,ドウジヨウ２チヨウメ,1401,1727,1729,3456
11106,桜区　　　               ,道場３丁目　　　　　,ドウジヨウ３チヨウメ,445,489,447,936
11106,桜区　　　               ,大字町谷　　　　　　,マチヤ　　　　　　　,2,2,0,2
11106,桜区　　　               ,町谷１丁目　　　　　,マチヤ１チヨウメ　　,420,509,488,997
11106,桜区　　　               ,町谷２丁目　　　　　,マチヤ２チヨウメ　　,411,396,440,836
11106,桜区　　　               ,町谷３丁目　　　　　,マチヤ３チヨウメ　　,758,772,746,1518
11106,桜区　　　               ,町谷４丁目　　　　　,マチヤ４チヨウメ　　,395,431,365,796
11106,桜区　　　               ,南元宿１丁目　　　　,ミナミモトジユク１チ,574,613,594,1207
11106,桜区　　　               ,南元宿２丁目　　　　,ミナミモトジユク２チ,1142,1204,1239,2443
