さいたま市町名別人口,2022/4/28,,,,,,
区名コード,区名,町名,町名カナ,町別世帯数,町別男性人口,町別女性人口,町別人口
11101,西区　　　               ,塚本町１丁目　　　　,ツカモトチヨウ１チヨ,30,29,29,58
11101,西区　　　               ,塚本町２丁目　　　　,ツカモトチヨウ２チヨ,49,58,55,113
11101,西区　　　               ,塚本町３丁目　　　　,ツカモトチヨウ３チヨ,59,73,74,147
11101,西区　　　               ,プラザ　　　　　　　,プラザ　　　　　　　,1503,1592,1730,3322
11101,西区　　　               ,大字島根　　　　　　,シマネ　　　　　　　,497,545,575,1120
11101,西区　　　               ,大字三条町　　　　　,サンジヨウチヨウ　　,212,247,257,504
11101,西区　　　               ,大字植田谷本　　　　,ウエタヤホン　　　　,1268,1203,1251,2454
11101,西区　　　               ,大字中野林　　　　　,ナカノバヤシ　　　　,928,1052,1065,2117
11101,西区　　　               ,大字飯田　　　　　　,イイダ　　　　　　　,452,546,534,1080
11101,西区　　　               ,大字水判土　　　　　,ミズハタ　　　　　　,649,729,761,1490
11101,西区　　　               ,大字佐知川　　　　　,サヂカワ　　　　　　,3310,3655,3790,7445
11101,西区　　　               ,西大宮１丁目　　　　,ニシオオミヤ１チヨウ,1008,1044,1087,2131
11101,西区　　　               ,西大宮２丁目　　　　,ニシオオミヤ２チヨウ,591,797,776,1573
11101,西区　　　               ,西大宮３丁目　　　　,ニシオオミヤ３チヨウ,1299,1609,1613,3222
11101,西区　　　               ,西大宮４丁目　　　　,ニシオオミヤ４チヨウ,869,1270,1241,2511
11102,北区　　　               ,大成町４丁目　　　　,オオナリチヨウ４チヨ,2994,3123,3243,6366
11102,北区　　　               ,東大成町１丁目　　　,ヒガシオオナリチヨウ,2580,2366,2326,4692
11102,北区　　　               ,東大成町２丁目　　　,ヒガシオオナリチヨウ,2683,2825,2949,5774
11102,北区　　　               ,日進町１丁目　　　　,ニツシンチヨウ１チヨ,4972,5418,4732,10150
11102,北区　　　               ,日進町２丁目　　　　,ニツシンチヨウ２チヨ,7579,7519,8095,15614
11102,北区　　　               ,日進町３丁目　　　　,ニツシンチヨウ３チヨ,2829,2799,2855,5654
11102,北区　　　               ,＿引町２丁目　　　　,クシヒキチヨウ２チヨ,2303,2477,2575,5052
11102,北区　　　               ,宮原町１丁目　　　　,ミヤハラチヨウ１チヨ,4653,5295,5521,10816
11102,北区　　　               ,宮原町２丁目　　　　,ミヤハラチヨウ２チヨ,3216,3256,3062,6318
11102,北区　　　               ,宮原町３丁目　　　　,ミヤハラチヨウ３チヨ,3403,3731,3832,7563
11102,北区　　　               ,宮原町４丁目　　　　,ミヤハラチヨウ４チヨ,3097,3278,3202,6480
11102,北区　　　               ,吉野町１丁目　　　　,ヨシノチヨウ１チヨウ,3245,3621,3482,7103
11102,北区　　　               ,吉野町２丁目　　　　,ヨシノチヨウ２チヨウ,1953,2108,2040,4148
11102,北区　　　               ,別所町　　　　　　　,ベツシヨチヨウ　　　,2677,2980,3075,6055
11102,北区　　　               ,奈良町　　　　　　　,ナラチヨウ　　　　　,4522,4816,4760,9576
11102,北区　　　               ,植竹町１丁目　　　　,ウエタケチヨウ１チヨ,2632,2671,2595,5266
11102,北区　　　               ,植竹町２丁目　　　　,ウエタケチヨウ２チヨ,775,584,819,1403
11102,北区　　　               ,盆栽町　　　　　　　,ボンサイチヨウ　　　,1878,1861,1998,3859
11102,北区　　　               ,土呂町　　　　　　　,トロチヨウ　　　　　,312,263,256,519
11102,北区　　　               ,土呂町１丁目　　　　,トロチヨウ１チヨウメ,3092,3069,3240,6309
11102,北区　　　               ,土呂町２丁目　　　　,トロチヨウ２チヨウメ,2940,2764,2874,5638
11102,北区　　　               ,今羽町　　　　　　　,コンバチヨウ　　　　,1852,1952,1990,3942
11102,北区　　　               ,本郷町　　　　　　　,ホンゴウチヨウ　　　,5165,5698,5903,11601
11103,大宮区　　               ,大原６丁目　　　　　,オオハラ６チヨウメ　,196,206,219,425
11103,大宮区　　               ,大原７丁目　　　　　,オオハラ７チヨウメ　,255,227,257,484
11103,大宮区　　               ,北袋町１丁目　　　　,キタブクロチヨウ１チ,2673,3128,3359,6487
11103,大宮区　　               ,北袋町２丁目　　　　,キタブクロチヨウ２チ,1473,1637,1514,3151
11103,大宮区　　               ,吉敷町１丁目　　　　,キシキチヨウ１チヨウ,632,638,635,1273
11103,大宮区　　               ,吉敷町２丁目　　　　,キシキチヨウ２チヨウ,931,849,813,1662
11103,大宮区　　               ,吉敷町３丁目　　　　,キシキチヨウ３チヨウ,699,629,669,1298
11103,大宮区　　               ,吉敷町４丁目　　　　,キシキチヨウ４チヨウ,793,589,687,1276
11103,大宮区　　               ,浅間町１丁目　　　　,センゲンチヨウ１チヨ,690,593,618,1211
11103,大宮区　　               ,浅間町２丁目　　　　,センゲンチヨウ１チヨ,706,754,759,1513
11103,大宮区　　               ,天沼町１丁目　　　　,アマヌマチヨウ１チヨ,2275,2253,2283,4536
11103,大宮区　　               ,天沼町２丁目　　　　,アマヌマチヨウ２チヨ,2371,2501,2566,5067
11103,大宮区　　               ,堀の内町１丁目　　　,ホリノウチチヨウ１チ,2346,2196,2399,4595
11103,大宮区　　               ,堀の内町２丁目　　　,ホリノウチチヨウ２チ,908,925,943,1868
11103,大宮区　　               ,堀の内町３丁目　　　,ホリノウチチヨウ３チ,1051,1039,1103,2142
11103,大宮区　　               ,寿能町１丁目　　　　,ジユノウチヨウ１チヨ,825,721,791,1512
11103,大宮区　　               ,寿能町２丁目　　　　,ジユノウチヨウ２チヨ,1460,1351,1573,2924
11103,大宮区　　               ,高鼻町１丁目　　　　,タカハナチヨウ１チヨ,1008,944,1054,1998
11103,大宮区　　               ,高鼻町２丁目　　　　,タカハナチヨウ２チヨ,689,722,705,1427
11103,大宮区　　               ,高鼻町３丁目　　　　,タカハナチヨウ３チヨ,315,307,336,643
11103,大宮区　　               ,高鼻町４丁目　　　　,タカハナチヨウ４チヨ,4,2,5,7
11103,大宮区　　               ,土手町１丁目　　　　,ドテチヨウ１チヨウメ,1260,1122,1096,2218
11103,大宮区　　               ,土手町２丁目　　　　,ドテチヨウ２チヨウメ,405,395,395,790
11103,大宮区　　               ,土手町３丁目　　　　,ドテチヨウ３チヨウメ,757,710,680,1390
11103,大宮区　　               ,宮町１丁目　　　　　,ミヤチヨウ１チヨウメ,111,74,76,150
11103,大宮区　　               ,宮町２丁目　　　　　,ミヤチヨウ２チヨウメ,214,189,173,362
11103,大宮区　　               ,宮町３丁目　　　　　,ミヤチヨウ３チヨウメ,477,432,395,827
11103,大宮区　　               ,宮町４丁目　　　　　,ミヤチヨウ４チヨウメ,720,531,424,955
11103,大宮区　　               ,宮町５丁目　　　　　,ミヤチヨウ５チヨウメ,484,368,238,606
11103,大宮区　　               ,大門町１丁目　　　　,ダイモンチヨウ１チヨ,12,8,12,20
11103,大宮区　　               ,大門町２丁目　　　　,ダイモンチヨウ２チヨ,21,20,22,42
11103,大宮区　　               ,大門町３丁目　　　　,ダイモンチヨウ３チヨ,757,721,751,1472
11103,大宮区　　               ,仲町１丁目　　　　　,ナカチヨウ１チヨウメ,34,33,23,56
11103,大宮区　　               ,仲町２丁目　　　　　,ナカチヨウ２チヨウメ,50,42,34,76
11103,大宮区　　               ,仲町３丁目　　　　　,ナカチヨウ３チヨウメ,371,307,275,582
11103,大宮区　　               ,下町１丁目　　　　　,シモチヨウ１チヨウメ,183,172,183,355
11103,大宮区　　               ,下町２丁目　　　　　,シモチヨウ２チヨウメ,252,205,152,357
11103,大宮区　　               ,下町３丁目　　　　　,シモチヨウ３チヨウメ,1178,1311,1434,2745
11103,大宮区　　               ,東町１丁目　　　　　,アズマチヨウ１チヨウ,831,792,791,1583
11103,大宮区　　               ,東町２丁目　　　　　,アズマチヨウ２チヨウ,900,824,835,1659
11103,大宮区　　               ,桜木町１丁目　　　　,サクラギチヨウ１チヨ,660,660,734,1394
11103,大宮区　　               ,桜木町２丁目　　　　,サクラギチヨウ２チヨ,842,687,646,1333
11103,大宮区　　               ,桜木町３丁目　　　　,サクラギチヨウ３チヨ,605,570,581,1151
11103,大宮区　　               ,桜木町４丁目　　　　,サクラギチヨウ４チヨ,3072,3050,3022,6072
11103,大宮区　　               ,錦町　　　　　　　　,ニシキチヨウ　　　　,1,2,1,3
11103,大宮区　　               ,大成町１丁目　　　　,オオナリチヨウ１チヨ,2259,2145,2145,4290
11103,大宮区　　               ,大成町２丁目　　　　,オオナリチヨウ２チヨ,1651,1734,1716,3450
11103,大宮区　　               ,大成町３丁目　　　　,オオナリチヨウ３チヨ,2268,2288,2252,4540
11103,大宮区　　               ,＿引町１丁目　　　　,クシヒキチヨウ１チヨ,3153,3336,3442,6778
11103,大宮区　　               ,三橋１丁目　　　　　,ミハシ１チヨウメ　　,4180,4655,4740,9395
11103,大宮区　　               ,三橋２丁目　　　　　,ミハシ２チヨウメ　　,2834,3145,3031,6176
11103,大宮区　　               ,三橋３丁目　　　　　,ミハシ３チヨウメ　　,828,864,839,1703
11103,大宮区　　               ,三橋４丁目　　　　　,ミハシ４チヨウメ　　,2484,2612,2654,5266
11103,大宮区　　               ,上小町　　　　　　　,カミコチヨウ　　　　,5029,4961,5016,9977
11104,見沼区　　               ,大和田町１丁目　　　,オオワダチヨウ１チヨ,4309,4320,4393,8713
11104,見沼区　　               ,大和田町２丁目　　　,オオワダチヨウ２チヨ,3662,3864,4110,7974
11104,見沼区　　               ,大字砂　　　　　　　,スナ　　　　　　　　,4,3,1,4
11104,見沼区　　               ,砂町２丁目　　　　　,スナチヨウ２チヨウメ,1,1,0,1
11104,見沼区　　               ,堀崎町　　　　　　　,ホリサキチヨウ　　　,3704,4050,4122,8172
11104,見沼区　　               ,島町　　　　　　　　,シマチヨウ　　　　　,2189,2414,2552,4966
11104,見沼区　　               ,島町１丁目　　　　　,シマチヨウ１チヨウメ,193,256,255,511
11104,見沼区　　               ,島町２丁目　　　　　,シマチヨウ２チヨウメ,160,251,227,478
11104,見沼区　　               ,東大宮１丁目　　　　,ヒガシオオミヤ１チヨ,1446,1516,1515,3031
11104,見沼区　　               ,東大宮２丁目　　　　,ヒガシオオミヤ２チヨ,1384,1350,1393,2743
11104,見沼区　　               ,東大宮３丁目　　　　,ヒガシオオミヤ３チヨ,1228,1129,1377,2506
11104,見沼区　　               ,東大宮４丁目　　　　,ヒガシオオミヤ４チヨ,2784,2588,2585,5173
11104,見沼区　　               ,東大宮５丁目　　　　,ヒガシオオミヤ５チヨ,1847,1609,1625,3234
11104,見沼区　　               ,東大宮６丁目　　　　,ヒガシオオミヤ６チヨ,1953,1947,1892,3839
11104,見沼区　　               ,東大宮７丁目　　　　,ヒガシオオミヤ７チヨ,2412,2475,2432,4907
11104,見沼区　　               ,大字片柳　　　　　　,カタヤナギ　　　　　,818,831,855,1686
11104,見沼区　　               ,片柳１丁目　　　　　,カタヤナギ１チヨウメ,176,189,189,378
11104,見沼区　　               ,片柳２丁目　　　　　,カタヤナギ２チヨウメ,55,65,64,129
11104,見沼区　　               ,片柳東　　　　　　　,カタヤナギヒガシ　　,5,10,7,17
11104,見沼区　　               ,大字山　　　　　　　,ヤマ　　　　　　　　,221,238,274,512
11104,見沼区　　               ,大字染谷　　　　　　,ソメヤ　　　　　　　,267,330,291,621
11104,見沼区　　               ,染谷１丁目　　　　　,ソメヤ１チヨウメ　　,90,109,112,221
11104,見沼区　　               ,染谷２丁目　　　　　,ソメヤ２チヨウメ　　,81,85,68,153
11104,見沼区　　               ,染谷３丁目　　　　　,ソメヤ３チヨウメ　　,327,336,349,685
11104,見沼区　　               ,大字東新井　　　　　,ヒガシアライ　　　　,2016,1957,2119,4076
11104,見沼区　　               ,大字笹丸　　　　　　,ササマル　　　　　　,127,132,131,263
11104,見沼区　　               ,大字御蔵　　　　　　,ミクラ　　　　　　　,2910,3237,3299,6536
11104,見沼区　　               ,大字南中野　　　　　,ミナミナカノ　　　　,3449,3754,3901,7655
11104,見沼区　　               ,大字南中丸　　　　　,ミナミナカマル　　　,4376,4851,5021,9872
11104,見沼区　　               ,大字中川　　　　　　,ナカガワ　　　　　　,3592,3981,4104,8085
11104,見沼区　　               ,大字上山口新田　　　,カミヤマグチシンデン,346,372,373,745
11104,見沼区　　               ,大字西山村新田　　　,ニシヤマムラシンデン,24,21,23,44
11104,見沼区　　               ,大字新右エ門新田　　,シンウエモンシンデン,36,51,33,84
11104,見沼区　　               ,大字加田屋新田　　　,カタヤシンデン　　　,1,1,2,3
11104,見沼区　　               ,加田屋１丁目　　　　,カタヤ１チヨウメ　　,3,1,3,4
11104,見沼区　　               ,加田屋２丁目　　　　,カタヤ２チヨウメ　　,1,1,0,1
11104,見沼区　　               ,大字西山新田　　　　,ニシヤマシンデン　　,4,4,2,6
11104,見沼区　　               ,大字見山　　　　　　,ミヤマ　　　　　　　,1,0,1,1
11104,見沼区　　               ,大字膝子　　　　　　,ヒザコ　　　　　　　,286,324,329,653
11104,見沼区　　               ,大字大谷　　　　　　,オオヤ　　　　　　　,4459,4664,4684,9348
11104,見沼区　　               ,大字蓮沼　　　　　　,ハスヌマ　　　　　　,4694,5253,5423,10676
11104,見沼区　　               ,大字風渡野　　　　　,フツトノ　　　　　　,1774,1714,1858,3572
11104,見沼区　　               ,大字東門前　　　　　,ヒガシモンゼン　　　,1918,2012,1973,3985
11104,見沼区　　               ,大字東宮下　　　　　,ヒガシミヤシタ　　　,1663,1657,1855,3512
11104,見沼区　　               ,東宮下１丁目　　　　,ヒガシミヤシタ１チヨ,94,85,96,181
11104,見沼区　　               ,東宮下２丁目　　　　,ヒガシミヤシタ２チヨ,203,229,227,456
11104,見沼区　　               ,東宮下３丁目　　　　,ヒガシミヤシタ３チヨ,42,51,52,103
11104,見沼区　　               ,大字新堤　　　　　　,ニイヅツミ　　　　　,1473,1379,1502,2881
11104,見沼区　　               ,大字深作　　　　　　,フカサク　　　　　　,353,360,346,706
11104,見沼区　　               ,深作１丁目　　　　　,フカサク１チヨウメ　,650,809,771,1580
11104,見沼区　　               ,深作２丁目　　　　　,フカサク２チヨウメ　,486,586,548,1134
11104,見沼区　　               ,深作３丁目　　　　　,フカサク３チヨウメ　,682,829,774,1603
11104,見沼区　　               ,深作５丁目　　　　　,フカサク５チヨウメ　,96,129,113,242
11104,見沼区　　               ,春野１丁目　　　　　,ハルノ１チヨウメ　　,1669,1728,1890,3618
11104,見沼区　　               ,春野２丁目　　　　　,ハルノ２チヨウメ　　,445,364,426,790
11104,見沼区　　               ,春野３丁目　　　　　,ハルノ３チヨウメ　　,621,726,748,1474
11104,見沼区　　               ,春野４丁目　　　　　,ハルノ４チヨウメ　　,568,896,899,1795
11104,見沼区　　               ,大字丸ヶ崎　　　　　,マルガサキ　　　　　,672,859,819,1678
11104,見沼区　　               ,丸ヶ崎町　　　　　　,マルガサキチヨウ　　,1342,1441,1314,2755
11104,見沼区　　               ,大字宮ヶ谷塔　　　　,ミヤガヤトウ　　　　,69,70,67,137
11104,見沼区　　               ,宮ヶ谷塔１丁目　　　,ミヤガヤトウ１チヨウ,48,54,59,113
11104,見沼区　　               ,宮ヶ谷塔２丁目　　　,ミヤガヤトウ２チヨウ,3,4,5,9
11104,見沼区　　               ,宮ヶ谷塔３丁目　　　,ミヤガヤトウ３チヨウ,141,154,154,308
11104,見沼区　　               ,宮ヶ谷塔４丁目　　　,ミヤガヤトウ４チヨウ,41,42,31,73
11104,見沼区　　               ,大字小深作　　　　　,コフカサク　　　　　,2814,2936,3000,5936
11104,見沼区　　               ,卸町２丁目　　　　　,オロシマチ２チヨウメ,46,13,33,46
11104,見沼区　　               ,春岡１丁目　　　　　,ハルオカ１チヨウメ　,631,799,827,1626
11104,見沼区　　               ,春岡２丁目　　　　　,ハルオカ２チヨウメ　,932,1145,1138,2283
11104,見沼区　　               ,春岡３丁目　　　　　,ハルオカ３チヨウメ　,1193,1473,1341,2814
11104,見沼区　　               ,風渡野１丁目　　　　,フツトノ１チヨウメ　,108,120,121,241
11104,見沼区　　               ,風渡野２丁目　　　　,フツトノ２チヨウメ　,215,226,232,458
11105,中央区　　               ,上落合１丁目　　　　,カミオチアイ１チヨウ,1454,1482,1687,3169
11105,中央区　　               ,上落合２丁目　　　　,カミオチアイ２チヨウ,1654,1776,1933,3709
11105,中央区　　               ,上落合３丁目　　　　,カミオチアイ３チヨウ,1125,1062,1103,2165
11105,中央区　　               ,上落合４丁目　　　　,カミオチアイ４チヨウ,416,403,419,822
11105,中央区　　               ,上落合５丁目　　　　,カミオチアイ５チヨウ,975,947,935,1882
11105,中央区　　               ,上落合６丁目　　　　,カミオチアイ６チヨウ,1125,1399,1440,2839
11105,中央区　　               ,上落合７丁目　　　　,カミオチアイ７チヨウ,1094,1230,1318,2548
11105,中央区　　               ,上落合８丁目　　　　,カミオチアイ８チヨウ,873,793,851,1644
11105,中央区　　               ,上落合９丁目　　　　,カミオチアイ９チヨウ,635,580,566,1146
11105,中央区　　               ,大字下落合　　　　　,シモオチアイ　　　　,1840,1851,2042,3893
11105,中央区　　               ,下落合２丁目　　　　,シモオチアイ２チヨウ,985,909,984,1893
11105,中央区　　               ,下落合３丁目　　　　,シモオチアイ３チヨウ,1051,923,1046,1969
11105,中央区　　               ,下落合４丁目　　　　,シモオチアイ４チヨウ,864,765,783,1548
11105,中央区　　               ,下落合５丁目　　　　,シモオチアイ５チヨウ,753,690,692,1382
11105,中央区　　               ,下落合６丁目　　　　,シモオチアイ６チヨウ,1084,930,943,1873
11105,中央区　　               ,下落合７丁目　　　　,シモオチアイ７チヨウ,816,726,769,1495
11105,中央区　　               ,鈴谷１丁目　　　　　,スズヤ１チヨウメ　　,94,79,89,168
11105,中央区　　               ,鈴谷２丁目　　　　　,スズヤ２チヨウメ　　,704,698,727,1425
11105,中央区　　               ,鈴谷３丁目　　　　　,スズヤ３チヨウメ　　,753,711,696,1407
11105,中央区　　               ,鈴谷４丁目　　　　　,スズヤ４チヨウメ　　,1419,1414,1484,2898
11105,中央区　　               ,鈴谷５丁目　　　　　,スズヤ５チヨウメ　　,517,501,484,985
11105,中央区　　               ,鈴谷６丁目　　　　　,スズヤ６チヨウメ　　,643,699,667,1366
11105,中央区　　               ,鈴谷７丁目　　　　　,スズヤ７チヨウメ　　,1252,1370,1439,2809
11105,中央区　　               ,鈴谷８丁目　　　　　,スズヤ８チヨウメ　　,551,514,483,997
11105,中央区　　               ,鈴谷９丁目　　　　　,スズヤ９チヨウメ　　,169,134,108,242
11105,中央区　　               ,大戸１丁目　　　　　,オオト１チヨウメ　　,1056,1139,1094,2233
11105,中央区　　               ,大戸２丁目　　　　　,オオト２チヨウメ　　,447,469,449,918
11105,中央区　　               ,大戸３丁目　　　　　,オオト３チヨウメ　　,569,642,642,1284
11105,中央区　　               ,大戸４丁目　　　　　,オオト４チヨウメ　　,807,917,895,1812
11105,中央区　　               ,大戸５丁目　　　　　,オオト５チヨウメ　　,1110,1094,1136,2230
11105,中央区　　               ,大戸６丁目　　　　　,オオト６チヨウメ　　,688,683,685,1368
11105,中央区　　               ,八王子１丁目　　　　,ハチオウジ１チヨウメ,129,101,112,213
11105,中央区　　               ,八王子２丁目　　　　,ハチオウジ２チヨウメ,421,457,518,975
11105,中央区　　               ,八王子３丁目　　　　,ハチオウジ３チヨウメ,872,1011,954,1965
11105,中央区　　               ,八王子４丁目　　　　,ハチオウジ４チヨウメ,282,308,325,633
11105,中央区　　               ,八王子５丁目　　　　,ハチオウジ５チヨウメ,810,829,875,1704
11105,中央区　　               ,上峰１丁目　　　　　,ウエミネ１チヨウメ　,804,755,758,1513
11105,中央区　　               ,上峰２丁目　　　　　,ウエミネ２チヨウメ　,952,922,926,1848
11105,中央区　　               ,上峰３丁目　　　　　,ウエミネ３チヨウメ　,758,717,670,1387
11105,中央区　　               ,上峰４丁目　　　　　,ウエミネ４チヨウメ　,541,486,499,985
11105,中央区　　               ,円阿弥１丁目　　　　,エンナミ１チヨウメ　,23,37,42,79
11105,中央区　　               ,円阿弥２丁目　　　　,エンナミ２チヨウメ　,258,323,323,646
11105,中央区　　               ,円阿弥３丁目　　　　,エンナミ３チヨウメ　,125,120,132,252
11105,中央区　　               ,円阿弥４丁目　　　　,エンナミ４チヨウメ　,513,564,558,1122
11105,中央区　　               ,円阿弥５丁目　　　　,エンナミ５チヨウメ　,652,860,854,1714
11105,中央区　　               ,円阿弥６丁目　　　　,エンナミ６チヨウメ　,65,70,73,143
11105,中央区　　               ,円阿弥７丁目　　　　,エンナミ７チヨウメ　,263,285,262,547
11105,中央区　　               ,桜丘１丁目　　　　　,サクラオカ１チヨウメ,678,752,772,1524
11105,中央区　　               ,桜丘２丁目　　　　　,サクラオカ２チヨウメ,470,537,532,1069
11105,中央区　　               ,本町西１丁目　　　　,ホンマチニシ１チヨウ,699,669,671,1340
11105,中央区　　               ,本町西２丁目　　　　,ホンマチニシ２チヨウ,523,525,547,1072
11105,中央区　　               ,本町西３丁目　　　　,ホンマチニシ３チヨウ,890,878,896,1774
11105,中央区　　               ,本町西４丁目　　　　,ホンマチニシ４チヨウ,668,738,723,1461
11105,中央区　　               ,本町西５丁目　　　　,ホンマチニシ５チヨウ,494,664,681,1345
11105,中央区　　               ,本町西６丁目　　　　,ホンマチニシ６チヨウ,159,171,189,360
11105,中央区　　               ,本町東１丁目　　　　,ホンマチヒガシ１チヨ,569,511,560,1071
11105,中央区　　               ,本町東２丁目　　　　,ホンマチヒガシ２チヨ,678,555,546,1101
11105,中央区　　               ,本町東３丁目　　　　,ホンマチヒガシ３チヨ,616,597,568,1165
11105,中央区　　               ,本町東４丁目　　　　,ホンマチヒガシ４チヨ,955,899,920,1819
11105,中央区　　               ,本町東５丁目　　　　,ホンマチヒガシ５チヨ,791,768,797,1565
11105,中央区　　               ,本町東６丁目　　　　,ホンマチヒガシ６チヨ,500,558,550,1108
11105,中央区　　               ,本町東７丁目　　　　,ホンマチヒガシ７チヨ,1361,1578,1554,3132
11105,中央区　　               ,新中里１丁目　　　　,シンナカザト１チヨウ,939,1076,1106,2182
11105,中央区　　               ,新中里２丁目　　　　,シンナカザト２チヨウ,662,650,684,1334
11105,中央区　　               ,新中里３丁目　　　　,シンナカザト３チヨウ,717,759,753,1512
11105,中央区　　               ,新中里４丁目　　　　,シンナカザト４チヨウ,1065,1206,1208,2414
11105,中央区　　               ,新中里５丁目　　　　,シンナカザト５チヨウ,1168,1186,1243,2429
11105,中央区　　               ,新都心　　　　　　　,シントシン　　　　　,162,145,164,309
11106,桜区　　　               ,西堀１丁目　　　　　,ニシボリ１チヨウメ　,400,386,374,760
11106,桜区　　　               ,西堀２丁目　　　　　,ニシボリ２チヨウメ　,1068,1108,1081,2189
11106,桜区　　　               ,西堀３丁目　　　　　,ニシボリ３チヨウメ　,1012,1037,1031,2068
11106,桜区　　　               ,西堀４丁目　　　　　,ニシボリ４チヨウメ　,1298,1344,1406,2750
11106,桜区　　　               ,西堀５丁目　　　　　,ニシボリ５チヨウメ　,531,622,603,1225
11106,桜区　　　               ,西堀６丁目　　　　　,ニシボリ６チヨウメ　,996,1116,1014,2130
11106,桜区　　　               ,西堀７丁目　　　　　,ニシボリ７チヨウメ　,1075,1189,1138,2327
11106,桜区　　　               ,西堀８丁目　　　　　,ニシボリ８チヨウメ　,855,855,856,1711
11106,桜区　　　               ,西堀９丁目　　　　　,ニシボリ９チヨウメ　,706,730,747,1477
11106,桜区　　　               ,西堀１０丁目　　　　,ニシボリ１０チヨウメ,382,387,392,779
11106,桜区　　　               ,田島１丁目　　　　　,タジマ１チヨウメ　　,787,802,791,1593
11106,桜区　　　               ,田島２丁目　　　　　,タジマ２チヨウメ　　,664,630,656,1286
11106,桜区　　　               ,田島３丁目　　　　　,タジマ３チヨウメ　　,1169,1263,1239,2502
11106,桜区　　　               ,田島４丁目　　　　　,タジマ４チヨウメ　　,1190,1177,1134,2311
11106,桜区　　　               ,田島５丁目　　　　　,タジマ５チヨウメ　　,773,673,644,1317
11106,桜区　　　               ,田島６丁目　　　　　,タジマ６チヨウメ　　,1658,1275,1381,2656
11106,桜区　　　               ,田島７丁目　　　　　,タジマ７チヨウメ　　,82,84,96,180
11106,桜区　　　               ,田島８丁目　　　　　,タジマ８チヨウメ　　,274,280,225,505
11106,桜区　　　               ,田島９丁目　　　　　,タジマ９チヨウメ　　,285,243,213,456
11106,桜区　　　               ,田島１０丁目　　　　,タジマ１０チヨウメ　,646,785,760,1545
11106,桜区　　　               ,新開１丁目　　　　　,シビラキ１チヨウメ　,532,547,527,1074
11106,桜区　　　               ,新開２丁目　　　　　,シビラキ２チヨウメ　,220,234,217,451
11106,桜区　　　               ,新開３丁目　　　　　,シビラキ３チヨウメ　,19,11,13,24
11106,桜区　　　               ,大字道場　　　　　　,ドウジヨウ　　　　　,6,7,3,10
11106,桜区　　　               ,道場１丁目　　　　　,ドウジヨウ１チヨウメ,355,358,337,695
11106,桜区　　　               ,道場２丁目　　　　　,ドウジヨウ２チヨウメ,1410,1737,1728,3465
11106,桜区　　　               ,道場３丁目　　　　　,ドウジヨウ３チヨウメ,444,489,447,936
11106,桜区　　　               ,大字町谷　　　　　　,マチヤ　　　　　　　,2,2,0,2
11106,桜区　　　               ,町谷１丁目　　　　　,マチヤ１チヨウメ　　,428,515,500,1015
11106,桜区　　　               ,町谷２丁目　　　　　,マチヤ２チヨウメ　　,411,398,432,830
11106,桜区　　　               ,町谷３丁目　　　　　,マチヤ３チヨウメ　　,764,771,740,1511
11106,桜区　　　               ,町谷４丁目　　　　　,マチヤ４チヨウメ　　,399,438,367,805
