公設防火水そう,,
2019年9月1日時点,,
日本測地系 10進表記,,
区名,北緯,東経
西区,35.91135556,139.5770611
西区,35.91098889,139.5800417
西区,35.91158889,139.5820167
西区,35.91313611,139.5799278
西区,35.91164722,139.5781472
西区,35.90764444,139.5819556
西区,35.92776667,139.5993972
西区,35.927525,139.5993333
西区,35.94048611,139.5873667
西区,35.93239444,139.5859194
西区,35.93475556,139.5843111
西区,35.9263,139.5836028
西区,35.93386667,139.5928111
西区,35.93401667,139.592375
西区,35.92782778,139.6004333
西区,35.91624167,139.5651472
西区,35.90976944,139.5758694
西区,35.93714167,139.5765389
西区,35.92462222,139.5578389
西区,35.90936389,139.5769472
西区,35.90117222,139.598
西区,35.90649167,139.5893889
西区,35.93280556,139.5977417
西区,35.91970278,139.5874833
西区,35.91334444,139.5978972
西区,35.91363889,139.5899417
西区,35.91357778,139.578825
西区,35.90439444,139.5883667
西区,35.90412222,139.591875
西区,35.91396389,139.5890778
西区,35.92937167,139.5849678
西区,35.91963333,139.5831861
西区,35.89748889,139.5986222
西区,35.936165,139.5952961
西区,35.93401333,139.59414
西区,35.91223417,139.5859044
西区,35.91434167,139.5675361
西区,35.92159722,139.5737056
西区,35.92058222,139.5781353
西区,35.92060639,139.5843578
西区,35.92914667,139.5797444
西区,35.92582083,139.5810478
西区,35.92715083,139.5772833
西区,35.88668333,139.5981417
西区,35.90938056,139.565125
西区,35.90014722,139.5790528
西区,35.903425,139.5836972
西区,35.91348889,139.563775
西区,35.89018611,139.5964972
西区,35.88696944,139.5824417
西区,35.90957222,139.5715278
西区,35.90853333,139.5730917
西区,35.894125,139.5838806
西区,35.90429111,139.5798894
西区,35.88917222,139.5821417
西区,35.90265278,139.5922056
西区,35.90137222,139.5917278
西区,35.87200278,139.5654333
西区,35.88285,139.6012833
西区,35.90657778,139.5773639
西区,35.90076944,139.5846694
西区,35.90370833,139.58235
西区,35.88991667,139.5995278
西区,35.90668333,139.5733972
西区,35.88691111,139.6000972
西区,35.88369444,139.5593306
西区,35.88355278,139.5598861
西区,35.90249167,139.5905806
西区,35.88394167,139.5907222
西区,35.87339444,139.5639611
北区,35.95178611,139.6058806
北区,35.94381111,139.6291111
北区,35.95055556,139.6086056
北区,35.95480278,139.6017639
北区,35.94493611,139.626025
北区,35.94459722,139.6268056
北区,35.94713889,139.6236583
北区,35.93603611,139.6338167
北区,35.93538889,139.6290306
北区,35.95560556,139.6028722
北区,35.95126667,139.6021556
北区,35.95691667,139.59445
北区,35.94638889,139.6011778
北区,35.94749722,139.5992278
北区,35.94697778,139.6005889
北区,35.95635833,139.5951889
北区,35.94548333,139.6278444
北区,35.94922778,139.6123861
北区,35.92661389,139.6125556
北区,35.94873333,139.6206889
北区,35.93848333,139.6179139
北区,35.94279444,139.6324194
北区,35.95634444,139.5926306
北区,35.92271389,139.60585
北区,35.95693611,139.5997389
北区,35.950225,139.6158972
北区,35.943325,139.6265944
北区,35.93908333,139.6261583
北区,35.95373056,139.6138
北区,35.93711111,139.6352167
北区,35.95616389,139.5964139
北区,35.91650556,139.5985389
北区,35.95456111,139.608975
北区,35.94764444,139.6090528
北区,35.919125,139.6072917
北区,35.94628611,139.6107917
北区,35.92850556,139.6091667
北区,35.95940278,139.6168056
北区,35.93549722,139.6369
北区,35.93842778,139.6202444
北区,35.95450556,139.5975056
北区,35.93583611,139.6152139
