区名,lat,lon
西区,35.93586667,139.5940833
西区,35.93771667,139.5734
西区,35.90753611,139.5936222
西区,35.91500278,139.5858806
西区,35.93532778,139.5904139
西区,35.92916389,139.59955
西区,35.91096667,139.5757528
西区,35.91343889,139.5775722
西区,35.90204722,139.5954417
西区,35.91569167,139.5829139
西区,35.91580278,139.5807778
西区,35.93384167,139.5921472
西区,35.93287222,139.5920944
西区,35.93444167,139.5915
西区,35.93704722,139.5878972
西区,35.90883056,139.5868306
西区,35.90864444,139.5878861
西区,35.90795278,139.5856583
西区,35.92679722,139.5661278
西区,35.93065278,139.559525
西区,35.91583611,139.5724389
西区,35.93175556,139.5929528
西区,35.91541389,139.5710667
西区,35.91920556,139.5671722
西区,35.91824444,139.5677778
西区,35.93429444,139.5890889
西区,35.92918333,139.5894028
西区,35.93201944,139.5868
西区,35.94176389,139.5879444
西区,35.94115556,139.5868167
西区,35.93652222,139.5909611
西区,35.93234167,139.5759528
西区,35.93180833,139.57725
西区,35.93485694,139.5719872
西区,35.93480833,139.57655
西区,35.92175278,139.5717028
西区,35.92668056,139.5720694
西区,35.928075,139.5707917
西区,35.93059167,139.5962361
西区,35.93194722,139.5954028
西区,35.93312222,139.5963167
西区,35.93220556,139.5987444
西区,35.93186667,139.597675
西区,35.93201944,139.5998472
西区,35.93511944,139.5967
西区,35.93303611,139.5927861
西区,35.91917222,139.5617333
西区,35.91878194,139.5639867
西区,35.91838333,139.5659778
西区,35.91871944,139.5667
西区,35.91546111,139.5662222
西区,35.91448611,139.5658278
西区,35.91435278,139.5689389
西区,35.91498889,139.5627667
西区,35.92221944,139.5607528
西区,35.92226667,139.5591556
西区,35.922375,139.5622222
西区,35.93005556,139.5584556
西区,35.92717778,139.5600528
西区,35.92813056,139.5606861
西区,35.92785,139.5760694
西区,35.92936389,139.5601222
西区,35.92150278,139.5747639
西区,35.93116667,139.5940139
西区,35.91172778,139.5891917
西区,35.914075,139.5955806
西区,35.91497222,139.5811889
西区,35.94100556,139.5877722
西区,35.94029722,139.5879528
西区,35.89745833,139.5999667
西区,35.92190917,139.5879672
西区,35.90941389,139.5850611
西区,35.90852222,139.5890778
西区,35.91113056,139.5870778
西区,35.91396111,139.5861611
西区,35.908725,139.5880111
西区,35.90894167,139.5865778
西区,35.90948611,139.5838972
西区,35.91686667,139.5870556
西区,35.91591667,139.5860944
西区,35.91249167,139.5740722
西区,35.91041389,139.5768194
西区,35.90998889,139.5776917
西区,35.909325,139.5787806
西区,35.92016111,139.5908278
西区,35.91079444,139.5914167
西区,35.91062222,139.5914944
西区,35.91829167,139.5799389
西区,35.91953056,139.5825361
西区,35.90857222,139.5979356
西区,35.92528056,139.5665778
西区,35.90793472,139.5991667
西区,35.92526389,139.5870417
西区,35.92178472,139.5988872
西区,35.90675,139.592225
